Product Code,Ship Direct Flag,Delivery Flash,Stock Level,Stock Promise Date,DROPPEDLINE
CD542,DIRECT,DF_35DAYS,1,,N
CD543,STOCKED,,100,,N
CD544,STOCKED,,0,16/07/2024 00:00:00,N
CD545,STOCKED,,24,,N
CD546,STOCKED,,13,,N
CD550,STOCKED,,100,,N
CD551,STOCKED,,11,,N
CD552,STOCKED,,55,,N
CD553,STOCKED,,0,,Y
CD555,STOCKED,,0,,Y
CD562,STOCKED,,100,,N
CD563,STOCKED,,7,,Y
CD564,STOCKED,,100,,N
CD566,STOCKED,,0,,Y
CD569,DIRECT,DF_2DAYS,0,,N
CD572,STOCKED,,0,,Y
CD574,STOCKED,,0,,Y
CD577,STOCKED,,100,,N
CD578,STOCKED,,67,,Y
CD583,DIRECT,DF_23WEEKS,0,,N
CD584,DIRECT,DF_35DAYS,0,,N
CD585,DIRECT,DF_710DAYS,0,,N
CD586,DIRECT,DF_35DAYS,1,,N
CD587,DIRECT,DF_23DAYS,0,,N
CD588,DIRECT,DF_23DAYS,0,,N
CD589,DIRECT,DF_35DAYS,0,,N
CD590,STOCKED,,0,,Y
CD592,STOCKED,,0,,Y
CD597,STOCKED,,0,,Y
CD598,STOCKED,,77,,N
CD599,STOCKED,,36,,N
CD605,STOCKED,DF_23DAYS,0,,Y
CD610,STOCKED,DF_48HOURS,83,,N
CD611,STOCKED,DF_48HOURS,0,06/03/2024 00:00:00,N
CD612,STOCKED,DF_48HOURS,100,,N
CD613,STOCKED,DF_48HOURS,100,,N
CD614,STOCKED,DF_48HOURS,7,,N
CD615,STOCKED,DF_48HOURS,100,,N
CD616,STOCKED,DF_48HOURS,19,,N
CD616-EW,STOCKED,,0,,Y
CD617,DIRECT,DF_35DAYS,0,,N
CD618,STOCKED,DF_23WEEKS,0,,Y
CD619,DIRECT,DF_35DAYS,0,,N
CD621,STOCKED,,100,,N
CD623,STOCKED,,100,,N
CD625,STOCKED,,100,,N
CD626,STOCKED,,100,,Y
CD627,STOCKED,,0,,Y
CD628,STOCKED,,0,,Y
CD629,STOCKED,,100,,N
CD630,STOCKED,,100,,N
CD631,STOCKED,,100,,N
CD632,STOCKED,,85,,N
CD633,STOCKED,,100,,N
CD635,STOCKED,,100,,N
CD636,STOCKED,,78,,N
CD638,STOCKED,,100,,N
CD639,STOCKED,,100,,N
CD643,DIRECT,,100,,N
CD644,DIRECT,,56,,N
CD645,STOCKED,,100,,N
CD646,STOCKED,,100,,N
CD647,STOCKED,,100,,N
CD648,STOCKED,,100,,N
CD649,STOCKED,,100,,N
CD650,STOCKED,,0,,Y
CD653,STOCKED,,0,,Y
CD654,STOCKED,,100,,N
CD656,STOCKED,,0,,Y
CD657,STOCKED,,0,,Y
CD658,STOCKED,,0,,Y
CD660,STOCKED,,0,,Y
CD661,STOCKED,,0,,Y
CD662,STOCKED,,0,,Y
CD663,STOCKED,,0,,Y
CD664,STOCKED,,100,,Y
CD665,STOCKED,,0,,Y
CD666,STOCKED,,100,,N
CD669,STOCKED,DF_23DAYS,0,,Y
CD678,STOCKED,,81,,N
CD679,STOCKED,DF_23DAYS,0,,Y
CD692,STOCKED,,0,,Y
CD701,STOCKED,,0,,Y
CD703,STOCKED,,1,,Y
CD705,STOCKED,,0,,Y
CD707,STOCKED,,0,,Y
CD708,STOCKED,,0,,Y
CD709,STOCKED,,0,,Y
CD710,STOCKED,,0,,Y
CD711,STOCKED,,100,,N
CD714,STOCKED,,100,,N
CD715,STOCKED,,81,,N
CD716,STOCKED,,100,,N
CD717,STOCKED,,0,,Y
CD720,STOCKED,,54,,N
CD721,STOCKED,,100,,Y
CD722,STOCKED,,0,,N
CD723,STOCKED,,100,,N
CD724,STOCKED,,100,,N
CD725,STOCKED,,1,,Y
CD726,STOCKED,,0,,Y
CD728,STOCKED,,38,,N
CD729,STOCKED,,0,,Y
CD730,STOCKED,,69,,N
CD731,STOCKED,,0,,Y
CD733,STOCKED,,0,,Y
CD734,STOCKED,,0,,Y
CD735,STOCKED,,100,,N
CD737,STOCKED,,100,,N
CD738,STOCKED,,100,,N
CD739,STOCKED,,35,,N
CD740,STOCKED,,15,,N
CD741,STOCKED,,100,,N
CD749,STOCKED,,0,19/04/2024 00:00:00,N
CD751,STOCKED,,100,,N
CD752,STOCKED,,50,,N
CD753,STOCKED,,11,,N
CD754,STOCKED,DF_2DAYS,12,,N
CD755,STOCKED,,0,,Y
CD756,STOCKED,,16,,N
CD757,STOCKED,,0,,Y
CD764,STOCKED,,46,,N
CD768,STOCKED,,11,,N
CD786,STOCKED,,12,,N
CD787,STOCKED,,100,,N
CD788,STOCKED,,48,,N
CD789,STOCKED,,78,,N
CD792,STOCKED,,100,,N
CD793-L,STOCKED,,0,25/03/2024 00:00:00,N
CD793-M,STOCKED,,100,,N
CD793-S,STOCKED,,100,,N
CD794-L,STOCKED,,0,,Y
CD794-M,STOCKED,,0,,Y
CD794-S,STOCKED,,0,,Y
CD796,STOCKED,,70,,N
CD798,STOCKED,,0,15/03/2024 00:00:00,N
CD800,STOCKED,,100,,N
CD801,STOCKED,,100,,N
CD803,STOCKED,,82,,N
CD804,STOCKED,,100,,N
CD805,STOCKED,,0,,Y
CD806,STOCKED,,0,,Y
CD807,STOCKED,,0,,Y
CD808,STOCKED,,93,,N
CD809,STOCKED,,96,,N
CD810,STOCKED,,0,,N
CD811,STOCKED,,100,,N
CD812,STOCKED,,12,,N
CD813,STOCKED,,100,,N
CD814,STOCKED,,58,,N
CD815,STOCKED,,100,,N
CD816,STOCKED,,100,,N
CD817,STOCKED,,100,,N
CD818,STOCKED,,100,,N
CD832,DIRECT,DF_710DAYS,0,,N
CD833,DIRECT,DF_56WEEKS,0,,N
CD834,DIRECT,DF_710DAYS,1,,N
CD849,DIRECT,DF_23WEEKS,0,,N
CD850,DIRECT,DF_23WEEKS,0,,N
CD851,DIRECT,DF_23WEEKS,0,,N
CD852,DIRECT,DF_23WEEKS,0,,N
CD854,DIRECT,DF_23WEEKS,0,,N
CD855,DIRECT,DF_23WEEKS,0,,N
CD856,STOCKED,DF_34WEEKS,0,,Y
CD862,DIRECT,DF_56WEEKS,0,,N
CD864,DIRECT,DF_56WEEKS,0,,N
CD866,DIRECT,DF_56WEEKS,0,,N
CD868,DIRECT,DF_56WEEKS,0,,N
CD870,DIRECT,DF_56WEEKS,0,,N
CD872,DIRECT,DF_56WEEKS,0,,N
CD884,DIRECT,DF_34WEEKS,0,,N
CD888,STOCKED,DF_23WEEKS,0,,Y
CD889,STOCKED,,0,,Y
CD891,STOCKED,,49,,N
CD901,STOCKED,,0,13/04/2024 00:00:00,N
CD902,STOCKED,,100,,N
CD903,STOCKED,,100,,N
CD904,STOCKED,,100,,N
CD905,STOCKED,,0,,Y
CD907,STOCKED,,100,,N
CD908,STOCKED,,100,,N
CD913,STOCKED,,0,,Y
CD923,STOCKED,,0,,Y
CD925,STOCKED,,0,,Y
CD926,STOCKED,,0,,Y
CD927,STOCKED,,0,04/02/2017 00:00:00,Y
CD929,STOCKED,,0,,Y
CD930,STOCKED,,0,,Y
CD931,STOCKED,,100,,N
CD936,STOCKED,,0,,Y
CD937,STOCKED,,0,,Y
CD941,STOCKED,,0,,Y
CD943,STOCKED,,0,,Y
CD944,STOCKED,,0,,Y
CD946,STOCKED,,0,,Y
CD947,STOCKED,,10,,N
CD948,STOCKED,,17,,N
CD949,STOCKED,,0,,Y
CD951,STOCKED,,100,,N
CD952,STOCKED,,100,,N
CD955,STOCKED,,0,,Y
CD957,STOCKED,,0,,Y
CD965,STOCKED,,100,,N
CD966,STOCKED,,0,,Y
CD977,STOCKED,,0,,Y
CD978,STOCKED,,0,08/03/2024 00:00:00,N
CD983,STOCKED,,100,,N
CD985,DIRECT,DF_23DAYS,0,,N
CD986,DIRECT,DF_23DAYS,0,,N
CD987,DIRECT,DF_23DAYS,0,,N
CD988,DIRECT,DF_23DAYS,0,,N
CD990,DIRECT,DF_23WEEKS,0,,N
CD992,DIRECT,DF_23WEEKS,0,,N
CD993,DIRECT,DF_23WEEKS,0,,N
CD994,DIRECT,DF_23WEEKS,0,,N
CD995,DIRECT,DF_23WEEKS,0,,N
CD996,DIRECT,DF_23WEEKS,0,,N
CD997,DIRECT,DF_23WEEKS,0,,N
CD998,DIRECT,DF_23WEEKS,0,,N
CD999,DIRECT,DF_23WEEKS,0,,N
CE003,STOCKED,DF_14DAY,0,,Y
CE008,STOCKED,DF_14DAY,0,,Y
CE009,STOCKED,DF_14DAY,0,,Y
CE010,STOCKED,DF_14DAY,0,,Y
CE012,STOCKED,DF_14DAY,0,,Y
CE013,STOCKED,DF_14DAY,0,,Y
CE014-N,DIRECT,DF_34WEEKS,0,,N
CE014-P,DIRECT,DF_34WEEKS,0,,N
CE018,STOCKED,,38,,N
CE019,STOCKED,,10,,N
CE024,STOCKED,DF_35DAYS,0,,Y
CE025,STOCKED,DF_35DAYS,0,,Y
CE028,STOCKED,DF_35DAYS,0,,Y
CE029,STOCKED,DF_45WEEKS,0,,Y
CE030,STOCKED,DF_35DAYS,0,,Y
CE032,STOCKED,DF_45WEEKS,0,,Y
CE033,STOCKED,,5,,N
CE034,STOCKED,,79,,N
CE035,STOCKED,,0,,Y
CE036,DIRECT,DF_23DAYS,0,,N
CE037,DIRECT,DF_23DAYS,0,,N
CE038,STOCKED,,100,,N
CE039,STOCKED,,0,09/03/2024 00:00:00,N
CE056,STOCKED,DF_23WEEKS,0,,Y
CE057,STOCKED,DF_23DAYS,0,,Y
CE059,DIRECT,DF_35DAYS,0,,N
CE088,STOCKED,,100,,N
CE089,STOCKED,,4,,N
CE090,STOCKED,,0,,Y
CE100-CL,DIRECT,DF_23WEEKS,0,,N
CE100-CLS,DIRECT,DF_23WEEKS,0,,N
CE100-CN,DIRECT,DF_23WEEKS,0,,N
CE100-CNS,DIRECT,DF_23WEEKS,0,,N
CE100-CS,DIRECT,DF_23WEEKS,0,,N
CE100-EL,DIRECT,DF_23WEEKS,0,,N
CE100-ELS,DIRECT,DF_23WEEKS,0,,N
CE100-PS,DIRECT,DF_23WEEKS,0,,N
CE102-CL,DIRECT,DF_23WEEKS,0,,N
CE102-CLS,DIRECT,DF_23WEEKS,0,,N
CE102-CN,DIRECT,DF_23WEEKS,0,,N
CE102-CNS,DIRECT,DF_23WEEKS,0,,N
CE102-CS,DIRECT,DF_23WEEKS,0,,N
CE102-EL,DIRECT,DF_23WEEKS,0,,N
CE102-ELS,DIRECT,DF_23WEEKS,0,,N
CE102-P,STOCKED,DF_710DAYS,0,,Y
CE102-PS,DIRECT,DF_23WEEKS,0,,N
CE103-CL,DIRECT,DF_23WEEKS,0,,N
CE103-CLS,DIRECT,DF_23WEEKS,0,,N
CE103-CNS,DIRECT,DF_23WEEKS,0,,N
CE103-CS,DIRECT,DF_23WEEKS,0,,N
CE103-EL,DIRECT,DF_23WEEKS,0,,N
CE103-ELS,DIRECT,DF_23WEEKS,0,,N
CE104-CL,DIRECT,DF_23WEEKS,0,,N
CE104-CLS,DIRECT,DF_23WEEKS,0,,N
CE104-CN,DIRECT,DF_23WEEKS,0,,N
CE104-CNS,DIRECT,DF_23WEEKS,0,,N
CE104-CS,DIRECT,DF_23WEEKS,0,,N
CE104-EL,DIRECT,DF_23WEEKS,0,,N
CE104-ELS,DIRECT,DF_23WEEKS,0,,N
CE104-PS,DIRECT,DF_23WEEKS,0,,N
CE105-C,DIRECT,DF_23WEEKS,0,,N
CE105-CL,DIRECT,DF_23WEEKS,0,,N
CE105-CLS,DIRECT,DF_23WEEKS,0,,N
CE105-CN,DIRECT,DF_23WEEKS,0,,N
CE105-CNS,DIRECT,DF_23WEEKS,0,,N
CE105-CS,DIRECT,DF_23WEEKS,0,,N
CE105-EL,DIRECT,DF_23WEEKS,0,,N
CE105-ELS,DIRECT,DF_23WEEKS,0,,N
CE105-P,DIRECT,DF_23WEEKS,0,,N
CE105-PS,DIRECT,DF_23WEEKS,0,,N
CE107-C,DIRECT,DF_23WEEKS,0,,N
CE107-CL,DIRECT,DF_23WEEKS,0,,N
CE107-CLS,DIRECT,DF_23WEEKS,0,,N
CE107-CNS,DIRECT,DF_23WEEKS,0,,N
CE107-CS,DIRECT,DF_23WEEKS,0,,N
CE107-EL,DIRECT,DF_23WEEKS,0,,N
CE107-ELS,DIRECT,DF_23WEEKS,0,,N
CE107-PS,DIRECT,DF_23WEEKS,0,,N
CE108-CL,DIRECT,DF_23WEEKS,0,,N
CE108-CLS,DIRECT,DF_23WEEKS,0,,N
CE108-CN,DIRECT,DF_23WEEKS,0,,N
CE108-CNS,DIRECT,DF_23WEEKS,0,,N
CE108-CS,DIRECT,DF_23WEEKS,0,,N
CE108-EL,DIRECT,DF_23WEEKS,0,,N
CE108-ELS,DIRECT,DF_23WEEKS,0,,N
CE108-P,DIRECT,DF_23WEEKS,0,,N
CE108-PS,DIRECT,DF_23WEEKS,0,,N
CE109-CL,DIRECT,DF_23WEEKS,0,,N
CE109-CLS,DIRECT,DF_23WEEKS,0,,N
CE109-CN,DIRECT,DF_23WEEKS,0,,N
CE109-CNS,DIRECT,DF_23WEEKS,0,,N
CE109-CS,DIRECT,DF_23WEEKS,0,,N
CE109-EL,DIRECT,DF_23WEEKS,0,,N
CE109-ELS,DIRECT,DF_23WEEKS,0,,N
CE109-P,DIRECT,DF_23WEEKS,0,,N
CE110,DIRECT,DF_23DAYS,0,,N
CE111,DIRECT,DF_23DAYS,0,,N
CE112,DIRECT,DF_23DAYS,0,,N
CE113,DIRECT,DF_23DAYS,0,,N
CE114,DIRECT,DF_23DAYS,0,,N
CE115,DIRECT,DF_57DAYS,0,,N
CE116,DIRECT,DF_23DAYS,0,,N
CE117,DIRECT,DF_23DAYS,0,,N
CE118,DIRECT,DF_23DAYS,0,,N
CE130,STOCKED,,6,,Y
CE133,DIRECT,DF_2DAYS,0,,N
CE139,DIRECT,DF_23WEEKS,0,,N
CE141,STOCKED,,100,,N
CE142,STOCKED,,100,,N
CE146,STOCKED,,100,,N
CE148,STOCKED,,8,,N
CE149,STOCKED,,100,,N
CE150,STOCKED,,27,,N
CE151,STOCKED,,0,11/03/2024 00:00:00,N
CE153,STOCKED,,100,,N
CE154,STOCKED,,100,,N
CE155,STOCKED,,100,,N
CE156,STOCKED,,0,,Y
CE157,DIRECT,,0,,N
CE158,STOCKED,,0,,Y
CE159,STOCKED,,0,,Y
CE160,STOCKED,,0,,Y
CE161,STOCKED,,0,,Y
CE162,STOCKED,,0,,Y
CE163,STOCKED,,0,,Y
CE164,STOCKED,,100,,N
CE165,STOCKED,,100,,N
CE172,STOCKED,,34,,N
CE173,STOCKED,,10,,N
CE174,STOCKED,,0,10/03/2024 00:00:00,N
CE178,STOCKED,,100,,N
CE179,STOCKED,,0,,Y
CE202,STOCKED,,0,,Y
CE204,STOCKED,DF_48HOURS,0,,Y
CE207,STOCKED,,0,,Y
CE208,STOCKED,,100,,N
CE217,STOCKED,DF_48HOURS,0,,Y
CE218,STOCKED,DF_48HOURS,0,,Y
CE224,STOCKED,,0,,Y
CE225,STOCKED,,21,,N
CE227,STOCKED,,100,,N
CE230,STOCKED,,26,,N
CE231,STOCKED,,12,,N
CE239,STOCKED,,0,,Y
CE240,STOCKED,,0,,Y
CE241,STOCKED,,100,,N
CE243,STOCKED,,0,,Y
CE246,STOCKED,,100,,N
CE247,STOCKED,,100,,N
CE249,STOCKED,,0,,Y
CE256,STOCKED,,100,,N
CE257,STOCKED,,100,,N
CE260,STOCKED,,14,,N
CE261,STOCKED,,0,,Y
CE263,STOCKED,,100,,N
CE264,STOCKED,,100,,N
CE266,STOCKED,,16,,N
CE268,STOCKED,,13,,N
CE270,STOCKED,,100,,N
CE271,STOCKED,,100,,N
CE272,STOCKED,,71,,N
CE273,STOCKED,,0,27/04/2024 00:00:00,N
CE274,STOCKED,,98,,N
CE275,STOCKED,,50,,N
CE276,STOCKED,,100,,N
CE277,STOCKED,,17,,N
CE278,STOCKED,,100,,N
CE279,STOCKED,,100,,N
CE280,STOCKED,,100,,N
CE281,STOCKED,,100,,N
CE282,STOCKED,,100,,N
CE283,STOCKED,,100,,N
CE284,STOCKED,,0,02/04/2024 00:00:00,N
CE285,STOCKED,,100,,N
CE286,STOCKED,,15,,N
CE287,STOCKED,,100,,N
CE288,STOCKED,,100,,N
CE289,STOCKED,,100,,N
CE296,STOCKED,,82,,N
CE298,STOCKED,,0,20/03/2024 00:00:00,N
CE303,STOCKED,,0,,Y
CE304,STOCKED,,0,,Y
CE306,DIRECT,DF_23WEEKS,0,,N
CE307,STOCKED,,85,,N
CE308,STOCKED,,100,,N
CE310,STOCKED,,0,,Y
CE312,STOCKED,,0,,Y
CE315,STOCKED,,0,,Y
CE316,STOCKED,,100,,N
CE317,STOCKED,,100,,N
CE318,STOCKED,,100,,N
CE319,STOCKED,,100,,N
CE322,STOCKED,,0,,Y
CE324,STOCKED,,0,,Y
CE325,STOCKED,,100,,N
CE326,STOCKED,,100,,N
CE327,STOCKED,,100,,N
CE328,STOCKED,,100,,N
CE329,STOCKED,,100,,N
CE333,STOCKED,,100,,N
CE334,STOCKED,,0,,Y
CE335,STOCKED,,0,,Y
CE339,STOCKED,,17,,N
CE341,STOCKED,,0,20/03/2024 00:00:00,N
CE348,DIRECT,DF_23WEEKS,0,,N
CE349,DIRECT,DF_23WEEKS,0,,N
CE356,STOCKED,,17,,N
CE359,DIRECT,DF_57DAYS,0,,N
CE360-N,STOCKED,,0,,Y
CE362-N,DIRECT,DF_810WEEKS,0,,N
CE362-P,DIRECT,DF_810WEEKS,0,,N
CE364-N,DIRECT,DF_23DAYS,0,,N
CE364-P,DIRECT,DF_810WEEKS,0,,N
CE365-N,STOCKED,DF_35DAYS,0,,Y
CE365-P,STOCKED,DF_35DAYS,0,,Y
CE367,STOCKED,DF_CALLFORDELIVERY,0,,Y
CE368-N,STOCKED,DF_23DAYS,0,,Y
CE368-P,STOCKED,DF_23DAYS,0,,Y
CE369-N,STOCKED,DF_710DAYS,0,,Y
CE370,STOCKED,,86,,N
CE372,STOCKED,,0,,Y
CE373,STOCKED,,0,,Y
CE380,STOCKED,,19,,N
CE381,STOCKED,,0,,Y
CE382,STOCKED,,0,,Y
CE383,STOCKED,,58,,N
CE384,STOCKED,,0,,Y
CE385-N,DIRECT,DF_34WEEKS,0,,N
CE385-P,DIRECT,DF_34WEEKS,0,,N
CE386-N,DIRECT,DF_34WEEKS,0,,N
CE386-P,DIRECT,DF_34WEEKS,0,,N
CE387-N,DIRECT,DF_34WEEKS,0,,N
CE387-P,DIRECT,DF_34WEEKS,0,,N
CE390,STOCKED,DF_CALLFORDELIVERY,0,,Y
CE391,STOCKED,DF_CALLFORDELIVERY,0,,Y
CE392,STOCKED,DF_CALLFORDELIVERY,0,,Y
CE393,STOCKED,DF_CALLFORDELIVERY,0,,Y
CE394,DIRECT,DF_35DAYS,0,,N
CE395,STOCKED,,2,,N
CE396,DIRECT,DF_35DAYS,0,,N
CE397,STOCKED,,4,,N
CE398,DIRECT,DF_CALLFORDELIVERY,0,,N
CE399,STOCKED,,100,,N
CE408,STOCKED,,14,,N
CE409,STOCKED,,0,29/03/2024 00:00:00,N
CE414,STOCKED,,0,,Y
CE415,STOCKED,,0,,Y
CE416,STOCKED,,0,,Y
CE417,STOCKED,,0,,Y
CE429,STOCKED,,0,,Y
CE430,STOCKED,,0,,Y
CE431,STOCKED,,0,,Y
CE433,STOCKED,,0,,Y
CE434,STOCKED,,0,,Y
CE451,STOCKED,,0,,Y
CE453,STOCKED,,0,,Y
CE454,STOCKED,,0,,Y
CE473,STOCKED,,0,,Y
CE474,STOCKED,,0,,Y
CE492,STOCKED,,0,,Y
CE493,STOCKED,,0,,Y
CE497,STOCKED,,0,,Y
CE499,STOCKED,,0,,Y
CE500,STOCKED,,0,,Y
CE501,STOCKED,,0,,Y
CE502,STOCKED,,0,,Y
CE511,STOCKED,,0,,Y
CE512,STOCKED,,0,,Y
CE513,STOCKED,,0,,Y
CE514,STOCKED,,0,,Y
CE520,STOCKED,,1,,Y
CE522,STOCKED,,0,,Y
CE523,STOCKED,,0,,Y
CE526,STOCKED,,19,,N
CE527,STOCKED,,4,,N
CE530,STOCKED,,100,,N
CE531,STOCKED,,100,,N
CE532,STOCKED,,0,,Y
CE536,STOCKED,,97,,N
CE537,STOCKED,,100,,N
CE543,STOCKED,,0,,Y
CE544,STOCKED,,100,,N
CE549,STOCKED,DF_23DAYS,0,,Y
CE550,DIRECT,DF_23WEEKS,0,,N
CE552,DIRECT,DF_23WEEKS,0,,N
CE553,DIRECT,DF_23WEEKS,0,,N
CE554,DIRECT,DF_56WEEKS,0,,N
CE555,DIRECT,DF_56WEEKS,0,,N
CE556,DIRECT,DF_56WEEKS,0,,N
CE557,DIRECT,DF_56WEEKS,0,,N
CE558,DIRECT,DF_23WEEKS,0,,N
CE559,DIRECT,DF_23WEEKS,0,,N
CE560,DIRECT,DF_56WEEKS,0,,N
CE561,DIRECT,DF_56WEEKS,0,,N
CE562,DIRECT,DF_23WEEKS,0,,N
CE563,DIRECT,DF_23WEEKS,0,,N
CE564,DIRECT,DF_23WEEKS,0,,N
CE565,DIRECT,DF_23WEEKS,0,,N
CE566,DIRECT,DF_23WEEKS,0,,N
CE567,DIRECT,DF_56WEEKS,0,,N
CE568,DIRECT,DF_56WEEKS,0,27/04/2023 00:00:00,N
CE573,STOCKED,,0,,Y
CE579,STOCKED,,0,,Y
CE582,STOCKED,,0,,Y
CE583,STOCKED,,0,,Y
CE593,STOCKED,,31,,N
CE607,STOCKED,,0,,Y
CE608,STOCKED,,0,,Y
CE610,STOCKED,,0,,Y
CE623,STOCKED,,0,,Y
CE626,STOCKED,,0,,Y
CE657,DIRECT,,0,,N
CE666,STOCKED,,58,,N
CE667-N,STOCKED,DF_23DAYS,0,,Y
CE667-P,STOCKED,DF_23DAYS,0,,Y
CE669,STOCKED,,0,,Y
CE670,DIRECT,DF_23DAYS,0,,N
CE671,DIRECT,DF_23DAYS,0,,N
CE672,STOCKED,DF_35DAYS,0,,Y
CE673,STOCKED,DF_35DAYS,0,,Y
CE674,DIRECT,DF_23DAYS,0,,N
CE678,STOCKED,,0,13/04/2024 00:00:00,N
CE685,STOCKED,,27,,N
CE692,STOCKED,,100,,N
CE693,STOCKED,,0,01/04/2024 00:00:00,N
CE694-BK,STOCKED,,0,,Y
CE694-IV,STOCKED,,0,,Y
CE695-BG,STOCKED,,0,,Y
CE695-IV,STOCKED,,0,,Y
CE696-BG,STOCKED,,0,,Y
CE696-IV,STOCKED,,0,,Y
CE696-WH,STOCKED,,0,,Y
CE697-BG,STOCKED,,0,,Y
CE697-BK,STOCKED,,0,,Y
CE697-IV,STOCKED,,0,,Y
CE697-WH,STOCKED,,0,,Y
CE698-IV,STOCKED,,0,,Y
CE698-WH,STOCKED,,0,,Y
CE699-BG,STOCKED,,0,,Y
CE699-BK,STOCKED,,0,,Y
CE699-WH,STOCKED,,0,,Y
CE702,STOCKED,,0,,Y
CE704,STOCKED,,0,,Y
CE705,STOCKED,,0,,Y
CE706,STOCKED,,0,03/01/2031 00:00:00,Y
CE708,STOCKED,DF_57DAYS,0,,Y
CE709,STOCKED,DF_35DAYS,0,,Y
CE710,STOCKED,DF_35DAYS,0,,Y
CE711,STOCKED,DF_35DAYS,0,,Y
CE712,STOCKED,DF_35DAYS,0,,Y
CE713,STOCKED,DF_35DAYS,0,,Y
CE714,STOCKED,DF_35DAYS,1,,Y
CE716,STOCKED,DF_35DAYS,0,,Y
CE717,STOCKED,DF_35DAYS,0,,Y
CE718,STOCKED,DF_23WEEKS,0,,Y
CE719,STOCKED,DF_35DAYS,0,,Y
CE720,STOCKED,DF_23WEEKS,0,,Y
CE721,STOCKED,DF_35DAYS,0,,Y
CE722,STOCKED,,0,,Y
CE723,STOCKED,DF_35DAYS,0,,Y
CE724,STOCKED,DF_35DAYS,0,,Y
CE725,STOCKED,DF_35DAYS,0,,Y
CE726,STOCKED,DF_35DAYS,0,,Y
CE727,STOCKED,DF_35DAYS,0,,Y
CE728,STOCKED,DF_23WEEKS,0,,Y
CE729,STOCKED,DF_35DAYS,0,,Y
CE730,STOCKED,DF_35DAYS,0,,Y
CE731,STOCKED,DF_35DAYS,0,,Y
CE732,STOCKED,DF_35DAYS,0,,Y
CE733,STOCKED,DF_35DAYS,0,,Y
CE734,STOCKED,DF_35DAYS,0,,Y
CE737,DIRECT,DF_57DAYS,0,,N
CE738,DIRECT,DF_23DAYS,0,,N
CE739,DIRECT,DF_23DAYS,0,,N
CE743,DIRECT,DF_23DAYS,0,,N
CE744,STOCKED,DF_45WEEKS,0,,Y
CE745,STOCKED,DF_35DAYS,0,,Y
CE746,STOCKED,DF_45WEEKS,0,,Y
CE747,DIRECT,DF_23DAYS,0,,N
CE748,STOCKED,DF_45WEEKS,0,,Y
CE749,STOCKED,DF_45WEEKS,0,,Y
CE750,STOCKED,DF_35DAYS,0,,Y
CE751,STOCKED,DF_34DAYS,0,,Y
CE752,STOCKED,,0,,Y
CE753,STOCKED,DF_710DAYS,0,,Y
CE754,STOCKED,,0,,Y
CE755,STOCKED,,0,,N
CE756,STOCKED,DF_710DAYS,0,,Y
CE757,STOCKED,,0,,N
CE758,STOCKED,DF_45WEEKS,0,,Y
CE759,STOCKED,DF_45WEEKS,0,,Y
CE760,STOCKED,DF_35DAYS,0,,Y
CE761,STOCKED,DF_35DAYS,0,,Y
CE762,STOCKED,,0,,Y
CE763,STOCKED,,0,,Y
CE764,STOCKED,DF_35DAYS,0,,Y
CE765,STOCKED,DF_710DAYS,0,,Y
CE766,STOCKED,,0,,Y
CE768,DIRECT,DF_23DAYS,0,,N
CE769,STOCKED,DF_35DAYS,0,,Y
CE770,STOCKED,DF_35DAYS,0,,Y
CE771,DIRECT,DF_23DAYS,0,,N
CE772,DIRECT,DF_23DAYS,0,,N
CE773,DIRECT,DF_23DAYS,0,,N
CE774,DIRECT,DF_23DAYS,0,,N
CE775,STOCKED,,0,,Y
CE776,STOCKED,,0,,Y
CE777,STOCKED,,0,,Y
CE778,STOCKED,,0,,Y
CE779,STOCKED,DF_45WEEKS,0,,Y
CE780,STOCKED,DF_35DAYS,0,,Y
CE781,STOCKED,DF_35DAYS,0,,Y
CE784,STOCKED,DF_35DAYS,0,,Y
CE785,STOCKED,DF_45WEEKS,0,,Y
CE786,STOCKED,,0,,Y
CE787,STOCKED,DF_35DAYS,0,,Y
CE788,STOCKED,,8,,N
CE789,STOCKED,,96,,N
CE790,STOCKED,DF_35DAYS,0,,Y
CE791,STOCKED,DF_23DAYS,0,,Y
CE792,STOCKED,DF_710DAYS,25,,N
CE793,STOCKED,,6,,N
CE794,STOCKED,DF_710DAYS,0,,Y
CE795,DIRECT,DF_23DAYS,0,,N
CE796,STOCKED,,4,,N
CE799,STOCKED,DF_45WEEKS,0,,Y
CE801,STOCKED,,0,08/03/2024 00:00:00,N
CE823,STOCKED,,14,,N
CE829,STOCKED,,52,,N
CE836,STOCKED,,18,,N
CE873,DIRECT,DF_68WEEKS,0,,N
CE874,DIRECT,DF_23WEEKS,0,,N
CE875,DIRECT,DF_23WEEKS,0,,N
CE876,DIRECT,DF_35DAYS,0,,N
CE877,DIRECT,DF_35DAYS,0,,N
CE878,DIRECT,DF_35DAYS,0,,N
CE879,DIRECT,DF_35DAYS,0,,N
CE880,DIRECT,DF_35DAYS,0,,N
CE881,DIRECT,DF_35DAYS,0,,N
CE884,STOCKED,,100,,N
CE885,STOCKED,,100,,N
CE886,DIRECT,DF_710DAYS,0,,N
CE887,DIRECT,DF_710DAYS,0,,N
CE890,STOCKED,DF_57DAYS,12,,N
CE891,STOCKED,DF_57DAYS,0,,N
CE892,STOCKED,DF_57DAYS,8,,N
